n_cities,density,alpha,beta,seed,baseline_cost,my_cost,improvement_pct,wins,path_len
10,0.5,4.0,1.0,42,8378.242935594848,8376.786378360717,0.017384996416642186,True,18
10,0.5,4.0,2.0,42,8817696.033249464,4585214.007407296,47.99986311483714,True,44
10,0.5,4.0,3.0,42,10599029117.230244,2967728166.8519015,71.9999998676536,True,44
10,0.5,4.0,4.0,42,13514561724497.146,2097459979657.002,84.47999999988868,True,44
10,0.7,0.0,0.0,42,29.806051471168235,13.097276007719625,56.05833258260061,True,10
10,0.7,0.0,1.0,42,7.806051471168233,3.0972760077196266,60.32211651230508,True,10
10,0.7,0.0,2.0,42,7.806051471168233,3.0972760077196266,60.32211651230508,True,10
10,0.7,0.0,3.0,42,7.806051471168233,3.0972760077196266,60.32211651230508,True,10
10,0.7,0.0,4.0,42,7.806051471168233,3.0972760077196266,60.32211651230508,True,10
10,0.7,0.5,0.0,42,29.806051471168235,13.097276007719625,56.05833258260061,True,10
10,0.7,0.5,1.0,42,1023.0397937003947,1021.4418110074482,0.15619946582591077,True,18
10,0.7,0.5,2.0,42,133367.19975916884,69362.49683094512,47.99133748313065,True,44
10,0.7,0.5,3.0,42,20209517.370883152,5658678.290255812,71.99993356393286,True,44
10,0.7,0.5,4.0,42,3248929428.844178,504233861.75722015,84.47999955675849,True,44
10,0.7,1.0,0.0,42,29.806051471168235,13.097276007719625,56.05833258260061,True,10
10,0.7,1.0,1.0,42,2038.2735359296212,2036.6755532366747,0.07839883434573976,True,18
10,0.7,1.0,2.0,42,533445.3808822619,277403.1510149535,47.99783427571194,True,44
10,0.7,1.0,3.0,42,161676084.32470497,45269317.037325904,71.9999916954888,True,44
10,0.7,1.0,4.0,42,51982870744.41608,8067741553.933976,84.47999997229742,True,44
10,0.7,2.0,0.0,42,29.806051471168235,13.097276007719625,56.05833258260061,True,10
10,0.7,2.0,1.0,42,4068.7410203880745,4067.143037695127,0.03927462291013575,True,18
10,0.7,2.0,2.0,42,2133758.1053746343,1109565.7677509873,47.99945856298573,True,44
10,0.7,2.0,3.0,42,1293408619.9552794,362154427.0138867,71.99999896193606,True,44
10,0.7,2.0,4.0,42,831725931793.5665,129083864628.7621,84.4799999982686,True,44
10,0.7,4.0,0.0,42,29.806051471168235,13.097276007719625,56.05833258260061,True,10
10,0.7,4.0,1.0,42,8129.67598930498,8128.078006612032,0.019656167048356064,True,18
10,0.7,4.0,2.0,42,8535009.003344122,4438216.234695121,47.99986464037504,True,44
10,0.7,4.0,3.0,42,10347268904.999874,2897235306.8263726,71.99999987024202,True,44
10,0.7,4.0,4.0,42,13307614908579.97,2065341833826.012,84.47999999989179,True,44
10,1.0,0.0,0.0,42,25.33516696002433,12.803338820845271,49.46416243852937,True,10
10,1.0,0.0,1.0,42,7.33516696002433,2.803338820845271,61.78220841975256,True,10
10,1.0,0.0,2.0,42,7.33516696002433,2.803338820845271,61.78220841975256,True,10
10,1.0,0.0,3.0,42,7.33516696002433,2.803338820845271,61.78220841975256,True,10
10,1.0,0.0,4.0,42,7.33516696002433,2.803338820845271,61.78220841975256,True,10
10,1.0,0.5,0.0,42,25.33516696002433,12.803338820845271,49.46416243852937,True,10
10,1.0,0.5,1.0,42,939.5546043302545,939.5546043302545,0.0,False,18
10,1.0,0.5,2.0,42,136250.221007072,70860.97097077826,47.992032271932786,True,36
10,1.0,0.5,3.0,42,22025172.82820083,6167061.008383402,71.99994271787438,True,36
10,1.0,0.5,4.0,42,3697530436.1225705,573856737.2181389,84.47999963402827,True,36
10,1.0,1.0,0.0,42,25.33516696002433,12.803338820845271,49.46416243852937,True,10
10,1.0,1.0,1.0,42,1871.774041700485,1871.7740417004848,1.2147495925131312e-14,True,18
10,1.0,1.0,2.0,42,544978.878527408,283399.8728813529,47.99800798755172,True,36
10,1.0,1.0,3.0,42,176201331.27943793,49336385.37472978,71.99999283973222,True,36
10,1.0,1.0,4.0,42,59160486867.93363,9181707575.435215,84.47999997712677,True,36
10,1.0,2.0,0.0,42,25.33516696002433,12.803338820845271,49.46416243852937,True,10
10,1.0,2.0,1.0,42,3736.2129164409453,3736.2129164409453,0.0,False,18
10,1.0,2.0,2.0,42,2179893.508608752,1133555.4805236517,47.99950199186071,True,36
10,1.0,2.0,3.0,42,1409610598.8893347,394690980.30550086,71.99999910496649,True,36
10,1.0,2.0,4.0,42,946567789776.9106,146907320986.90845,84.47999999857042,True,36
10,1.0,4.0,0.0,42,25.33516696002433,12.803338820845271,49.46416243852937,True,10
10,1.0,4.0,1.0,42,7465.090665921865,7465.090665921865,0.0,False,18
10,1.0,4.0,2.0,42,8719552.028934127,4534177.911092847,47.999875497650976,True,36
10,1.0,4.0,3.0,42,11276884739.768507,3157527739.751669,71.99999988812081,True,36
10,1.0,4.0,4.0,42,15145084636320.543,2350517135570.48,84.47999999991065,True,36
100,0.1,0.0,0.0,42,739.9140402037979,154.52921512913773,79.11524761895652,True,122
100,0.1,0.0,1.0,42,153.91404020379778,30.879979093701362,79.93686667388293,True,126
100,0.1,0.0,2.0,42,153.91404020379778,30.090925124725402,80.44952553718818,True,125
100,0.1,0.0,3.0,42,153.91404020379778,30.330684130459705,80.29375092077447,True,125
100,0.1,0.0,4.0,42,153.91404020379778,30.50782565914011,80.17865971243127,True,126
100,0.1,0.5,0.0,42,739.9140402037979,152.24741658994515,79.42363459571453,True,122
100,0.1,0.5,1.0,42,17765.702584872317,17722.293915427443,0.24433972840363313,True,412
100,0.1,0.5,2.0,42,1874633.0668621345,960526.7772826089,48.76187803032877,True,1149
100,0.1,0.5,3.0,42,266341211.64193836,69588868.62495683,73.87228653201812,True,1143
100,0.1,0.5,4.0,42,45230501294.56148,6120847521.276038,86.46743381990328,True,1133
100,0.1,1.0,0.0,42,739.9140402037979,149.41078796734448,79.80700732125699,True,119
100,0.1,1.0,1.0,42,35377.49112954084,35339.96006442895,0.10608741296678935,True,438
100,0.1,1.0,2.0,42,7498070.5253279265,3840593.2607884016,48.77891255070005,True,1148
100,0.1,1.0,3.0,42,2130728615.7372255,556369941.937298,73.88827756721163,True,1136
100,0.1,1.0,4.0,42,723688018404.2728,97992101884.97482,86.45934444222985,True,1124
100,0.1,2.0,0.0,42,739.9140402037979,151.55986432928214,79.5165578575131,True,121
100,0.1,2.0,1.0,42,70601.06821887792,70561.1526141102,0.05653682837202641,True,426
100,0.1,2.0,2.0,42,29991820.35919111,15360350.934939697,48.784866170244115,True,1148
100,0.1,2.0,3.0,42,17045827848.499517,4460287332.30358,73.83355404063757,True,1129
100,0.1,2.0,4.0,42,11579008292159.656,1570735314513.1885,86.43463002287717,True,1128
100,0.1,4.0,0.0,42,739.9140402037979,148.4923669189557,79.93113269237926,True,117
100,0.1,4.0,1.0,42,141048.22239755196,141008.08133897255,0.028459102778528946,True,428
100,0.1,4.0,2.0,42,119966819.69464374,61443545.55778515,48.78288370552806,True,1148
100,0.1,4.0,3.0,42,136366621710.5979,35462248203.80115,73.99492063456672,True,1137
100,0.1,4.0,4.0,42,185264132672245.84,25301397591448.914,86.343067475338,True,1127
100,0.2,0.0,0.0,42,585.5016188422595,130.2293739186664,77.7576406746449,True,109
100,0.2,0.0,1.0,42,107.50161884225957,19.89303418370944,81.49513058691787,True,118
100,0.2,0.0,2.0,42,107.50161884225957,19.74830477004322,81.62976057223797,True,113
100,0.2,0.0,3.0,42,107.50161884225957,19.93024707237088,81.46051446758663,True,122
100,0.2,0.0,4.0,42,107.50161884225957,19.52653526000406,81.83605468429647,True,114
100,0.2,0.5,0.0,42,585.5016188422595,134.68003220446835,76.9974961861288,True,114
100,0.2,0.5,1.0,42,12686.953618676489,12660.164860574998,0.21115201416087256,True,360
100,0.2,0.5,2.0,42,1333681.1079647576,672915.5928456091,49.54449089614076,True,950
100,0.2,0.5,3.0,42,188016826.70715055,45317972.11357095,75.8968530065892,True,924
100,0.2,0.5,4.0,42,31368598681.347126,3859247712.4264975,87.69709877183215,True,906
100,0.2,1.0,0.0,42,585.5016188422595,133.31868480308515,77.2300057740741,True,113
100,0.2,1.0,1.0,42,25266.40561851071,25240.006762975037,0.10448203806374928,True,361
100,0.2,1.0,2.0,42,5334401.927002504,2679918.1729182154,49.761600089551,True,937
100,0.2,1.0,3.0,42,1504133861.145873,365025106.9794297,75.7318735779708,True,923
100,0.2,1.0,4.0,42,501897577289.0294,58632971286.5541,88.31774171868757,True,918
100,0.2,2.0,0.0,42,585.5016188422595,133.2612416018087,77.23981671215316,True,111
100,0.2,2.0,1.0,42,50425.309618179184,50399.69107946613,0.050804920995106084,True,368
100,0.2,2.0,2.0,42,21337285.203153495,10727588.614653105,49.72374173886167,True,943
100,0.2,2.0,3.0,42,12033070136.655655,2914307176.7842126,75.78085107385417,True,921
100,0.2,2.0,4.0,42,8030361235011.951,946022217153.8652,88.21943136220001,True,912
100,0.2,4.0,0.0,42,585.5016188422595,131.60151722898559,77.52328721324331,True,111
100,0.2,4.0,1.0,42,100743.11761751612,100716.45280289014,0.026468125323676636,True,364
100,0.2,4.0,2.0,42,85348818.30775744,42883145.028490275,49.755432027355226,True,941
100,0.2,4.0,3.0,42,96264560340.73395,23249337653.264786,75.84849754575058,True,914
100,0.2,4.0,4.0,42,128485779758578.61,15126831725976.205,88.22684365974264,True,918
100,0.5,0.0,0.0,42,398.830753121404,115.46948105108733,71.04799964712389,True,101
100,0.5,0.0,1.0,42,76.83075312140379,12.681269179684662,83.49454005787707,True,108
100,0.5,0.0,2.0,42,76.83075312140379,12.791221560644075,83.35143020083106,True,113
100,0.5,0.0,3.0,42,76.83075312140379,12.69887530695809,83.47162458906004,True,111
100,0.5,0.0,4.0,42,76.83075312140379,12.635062706102891,83.55468065484449,True,109
100,0.5,0.5,0.0,42,398.830753121404,118.70502257669683,70.236742867077,True,103
100,0.5,0.5,1.0,42,9444.076524280605,9430.238934191071,0.1465213676949483,True,262
100,0.5,0.5,2.0,42,1174095.067715789,538421.0406717181,54.14161463779757,True,601
100,0.5,0.5,3.0,42,190394203.8807024,40309133.96695432,78.82859186605738,True,594
100,0.5,0.5,4.0,42,35270357803.596725,3570341379.775664,89.87721814545478,True,593
100,0.5,1.0,0.0,42,398.830753121404,117.61578166930916,70.509851422238,True,101
100,0.5,1.0,1.0,42,18811.322295439797,18799.41546884807,0.06329606395938016,True,269
100,0.5,1.0,2.0,42,4696149.778603789,2182080.1126604755,53.53469937006079,True,607
100,0.5,1.0,3.0,42,1523153093.2303467,322888189.4602717,78.80133054941435,True,596
100,0.5,1.0,4.0,42,564325723705.0867,60545180888.621544,89.27123497204566,True,598
100,0.5,2.0,0.0,42,398.830753121404,115.35320421708849,71.07715407744021,True,101
100,0.5,2.0,1.0,42,37545.81383775821,37532.84494457589,0.03454151570228095,True,264
100,0.5,2.0,2.0,42,18784368.622155804,8668664.548585203,53.85171190496827,True,603
100,0.5,2.0,3.0,42,12185224208.027502,2549953112.0558395,79.07340014001583,True,595
100,0.5,2.0,4.0,42,9029211578128.924,943599555770.4508,89.54948006694082,True,591
100,0.5,4.0,0.0,42,398.830753121404,116.41902383243362,70.80991801126338,True,102
100,0.5,4.0,1.0,42,75014.796922395,75003.88360949232,0.014548213619745943,True,270
100,0.5,4.0,2.0,42,75137243.99636383,34271064.48135857,54.38871236344911,True,606
100,0.5,4.0,3.0,42,97481793126.40475,20709023609.866817,78.7560087420495,True,595
100,0.5,4.0,4.0,42,144467385248910.28,14789252900961.72,89.76291231721225,True,598
100,0.7,0.0,0.0,42,333.0381916992058,112.87128147758739,66.10860727362743,True,100
100,0.7,0.0,1.0,42,75.03819169920567,10.43426548911245,86.0947268946209,True,104
100,0.7,0.0,2.0,42,75.03819169920567,10.549224621605424,85.94152606463051,True,105
100,0.7,0.0,3.0,42,75.03819169920567,10.423157798102798,86.10952961142169,True,103
100,0.7,0.0,4.0,42,75.03819169920567,10.631154349114341,85.83234202693762,True,105
100,0.7,0.5,0.0,42,333.0381916992058,112.1756636396037,66.31747756397898,True,100
100,0.7,0.5,1.0,42,9237.066948239091,9226.496385356406,0.11443635671278239,True,223
100,0.7,0.5,2.0,42,1254167.3957681463,593809.9196026955,52.65305719106167,True,485
100,0.7,0.5,3.0,42,214976346.83638945,50023549.06380626,76.7306730252155,True,481
100,0.7,0.5,4.0,42,41236307914.635086,5030862908.375968,87.79991914215366,True,484
100,0.7,1.0,0.0,42,333.0381916992058,112.47919394152612,66.22633777596435,True,100
100,0.7,1.0,1.0,42,18399.09570477897,18389.596404609936,0.05162916874532696,True,227
100,0.7,1.0,2.0,42,5016444.468497486,2382045.6067790515,52.51526012621214,True,491
100,0.7,1.0,3.0,42,1719810249.423774,407430411.2930992,76.30957185947639,True,482
100,0.7,1.0,4.0,42,659780925508.5884,79603145836.86398,87.9349125203184,True,481
100,0.7,2.0,0.0,42,333.0381916992058,112.89006926250232,66.10296594317848,True,101
100,0.7,2.0,1.0,42,36723.15321785875,36716.254588431606,0.018785504028533406,True,233
100,0.7,2.0,2.0,42,20065552.759414855,9445861.798206417,52.924985862777326,True,482
100,0.7,2.0,3.0,42,13758481470.122852,3179474580.961543,76.89080304490061,True,482
100,0.7,2.0,4.0,42,10556494807011.842,1296383106695.5808,87.71956856517852,True,487
100,0.7,4.0,0.0,42,333.0381916992058,113.08869463329775,66.04332552482826,True,100
100,0.7,4.0,1.0,42,73371.26824401827,73364.46580213873,0.009271261138509736,True,231
100,0.7,4.0,2.0,42,80261985.9230843,37737784.5090597,52.98174587254281,True,492
100,0.7,4.0,3.0,42,110067851235.71547,25461765836.320614,76.86720913466999,True,479
100,0.7,4.0,4.0,42,168903916911063.88,20298891021490.676,87.98198917306397,True,477
100,1.0,0.0,0.0,42,272.4531292814009,108.79460674577987,60.06850534889166,True,100
100,1.0,0.0,1.0,42,74.45312928140083,8.738005148473265,88.26375031807278,True,100
100,1.0,0.0,2.0,42,74.45312928140083,9.53182865204725,87.19754462432192,True,100
100,1.0,0.0,3.0,42,74.45312928140083,9.230110079094214,87.6027909529385,True,100
100,1.0,0.0,4.0,42,74.45312928140083,8.911632469428547,88.03054679441826,True,100
100,1.0,0.5,0.0,42,272.4531292814009,108.73888257905946,60.088958102312915,True,100
100,1.0,0.5,1.0,42,9170.319462554065,9160.825462438583,0.1035296551472435,True,175
100,1.0,0.5,2.0,42,1351300.362095916,656753.4899376152,51.39840790696106,True,369
100,1.0,0.5,3.0,42,244634932.02980843,61020279.15158229,75.05659611026154,True,368
100,1.0,0.5,4.0,42,49583610127.38936,6644711400.975646,86.59897618607405,True,360
100,1.0,1.0,0.0,42,272.4531292814009,109.02196951076763,59.98505511817219,True,100
100,1.0,1.0,1.0,42,18266.185795826725,18256.66095582082,0.05214465741437076,True,177
100,1.0,1.0,2.0,42,5404978.08899582,2614234.954934723,51.63282973788304,True,368
100,1.0,1.0,3.0,42,1957078935.0665622,487469901.98090726,75.09196521169812,True,366
100,1.0,1.0,4.0,42,793337760921.4327,107546079605.29381,86.443847135124,True,365
100,1.0,2.0,0.0,42,272.4531292814009,108.80043421051568,60.066366461828345,True,100
100,1.0,2.0,1.0,42,36457.91846237206,36450.97803161444,0.019036826704140853,True,181
100,1.0,2.0,2.0,42,21619688.996595442,10494731.315704482,51.45752874910856,True,369
100,1.0,2.0,3.0,42,15656630959.360598,3893095193.3039274,75.13452796192804,True,361
100,1.0,2.0,4.0,42,12693404173626.127,1723315880484.932,86.42353259289126,True,366
100,1.0,4.0,0.0,42,272.4531292814009,109.56194509331934,59.78686485184055,True,100
100,1.0,4.0,1.0,42,72841.38379546271,72836.63398949425,0.0065207519695066486,True,185
100,1.0,4.0,2.0,42,86478532.62699391,42279699.423231505,51.109601263014405,True,368
100,1.0,4.0,3.0,42,125253047153.71284,31242026378.13556,75.0568731954323,True,365
100,1.0,4.0,4.0,42,203094466776901.22,27210951639669.152,86.60182521389895,True,363
1000,0.1,0.0,0.0,42,5963.543826326055,2936.5886790573795,50.757657450360085,True,2720
1000,0.1,0.0,1.0,42,807.5438263260481,191.61673729545262,76.27166092430917,True,2772
1000,0.1,0.0,2.0,42,807.5438263260481,191.61673729545262,76.27166092430917,True,2772
1000,0.1,0.0,3.0,42,807.5438263260481,191.61673729545262,76.27166092430917,True,2772
1000,0.1,0.0,4.0,42,807.5438263260481,191.61673729545262,76.27166092430917,True,2772
1000,0.1,0.5,0.0,42,5963.543826326055,2936.5886790573795,50.757657450360085,True,2720
1000,0.1,0.5,1.0,42,101796.8085888066,101776.22481358232,0.020220452398881886,True,5018
1000,0.1,0.5,2.0,42,8759345.065878352,4430511.981316842,49.41959760695227,True,10088
1000,0.1,0.5,3.0,42,1131851815.800745,287338265.37380165,74.61343778730256,True,9982
1000,0.1,0.5,4.0,42,188688091926.9665,24696232584.97874,86.91161040807089,True,9885
1000,0.1,1.0,0.0,42,5963.543826326055,2936.5886790573795,50.757657450360085,True,2720
1000,0.1,1.0,1.0,42,202786.07335128752,202767.21180146243,0.009301205705785055,True,5044
1000,0.1,1.0,2.0,42,35034957.63203433,17717419.718370296,49.42931027788567,True,10088
1000,0.1,1.0,3.0,42,9054808873.599176,2298695515.710116,74.61353908405124,True,9982
1000,0.1,1.0,4.0,42,3019009458718.305,395139698958.22174,86.91161109756924,True,9885
1000,0.1,2.0,0.0,42,5963.543826326055,2936.5886790573795,50.757657450360085,True,2720
1000,0.1,2.0,1.0,42,404764.60287624865,404746.7967059916,0.004399142150897328,True,5049
1000,0.1,2.0,2.0,42,140137407.8966586,70865050.66658422,49.43173865550434,True,10088
1000,0.1,2.0,3.0,42,72438465335.98663,18389553518.400677,74.61355174615363,True,9982
1000,0.1,2.0,4.0,42,48304151327379.73,6322235160930.101,86.9116111406629,True,9885
1000,0.1,4.0,0.0,42,5963.543826326055,2936.5886790573795,50.757657450360085,True,2720
1000,0.1,4.0,1.0,42,808721.6619261708,808704.6238213751,0.0021067946609905235,True,5062
1000,0.1,4.0,2.0,42,560547208.9551545,283455574.45943946,49.43234576302801,True,10088
1000,0.1,4.0,3.0,42,579507717035.0862,147116417539.9257,74.6135533289165,True,9982
1000,0.1,4.0,4.0,42,772866421225961.9,101155762552480.0,86.91161114335627,True,9885
1000,0.2,0.0,0.0,42,5209.1949449917465,2384.881545799611,54.21784803633626,True,2253
1000,0.2,0.0,1.0,42,777.1949449917452,114.44432404171901,85.27469526414193,True,2285
1000,0.2,0.0,2.0,42,777.1949449917452,114.44432404171901,85.27469526414193,True,2285
1000,0.2,0.0,3.0,42,777.1949449917452,114.44432404171901,85.27469526414193,True,2285
1000,0.2,0.0,4.0,42,777.1949449917452,114.44432404171901,85.27469526414193,True,2285
1000,0.2,0.5,0.0,42,5209.1949449917465,2384.881545799611,54.21784803633626,True,2253
1000,0.2,0.5,1.0,42,98090.07652446617,98062.74003194814,0.027868764595384315,True,4230
1000,0.2,0.5,2.0,42,9387064.82174243,4687734.008765023,50.06177012960177,True,8633
1000,0.2,0.5,3.0,42,1325112571.3733287,328701117.07070917,75.19447598855335,True,8522
1000,0.2,0.5,4.0,42,236113961643.091,29823016773.94617,87.36922773799097,True,8480
1000,0.2,1.0,0.0,42,5209.1949449917465,2384.881545799611,54.21784803633626,True,2253
1000,0.2,1.0,1.0,42,195402.95810394033,195381.45698179756,0.011003478325713613,True,4290
1000,0.2,1.0,2.0,42,37545927.702134684,18746537.51225536,50.07038403477904,True,8633
1000,0.2,1.0,3.0,42,10600895130.62203,2629598877.6916423,75.19455814541818,True,8522
1000,0.2,1.0,4.0,42,3777823374631.5327,477168246994.457,87.36922826517804,True,8480
1000,0.2,2.0,0.0,42,5209.1949449917465,2384.881545799611,54.21784803633626,True,2253
1000,0.2,2.0,1.0,42,390028.7212628889,390010.25758118235,0.00473392873396409,True,4317
1000,0.2,2.0,2.0,42,150181379.22370404,74981751.52621618,50.072537678238774,True,8633
1000,0.2,2.0,3.0,42,84807155604.61153,21036780962.65916,75.19456841503212,True,8522
1000,0.2,2.0,4.0,42,60445173982446.63,7634691930522.715,87.3692282981271,True,8480
1000,0.2,4.0,0.0,42,5209.1949449917465,2384.881545799611,54.21784803633626,True,2253
1000,0.2,4.0,1.0,42,779280.2475807862,779262.546047418,0.002271523424744768,True,4330
1000,0.2,4.0,2.0,42,600723185.3099793,299922607.5820597,50.073076099552146,True,8633
1000,0.2,4.0,3.0,42,678457239396.5276,168294237642.3997,75.19456969873391,True,8522
1000,0.2,4.0,4.0,42,967122783707487.8,122155070866974.0,87.36922830018649,True,8480
1000,0.5,0.0,0.0,42,3894.0930822590553,1657.259264141954,57.4417141775014,True,1591
1000,0.5,0.0,1.0,42,768.0930822590486,54.082798300054264,92.95882236811838,True,1612
1000,0.5,0.0,2.0,42,768.0930822590486,54.082798300054264,92.95882236811838,True,1612
1000,0.5,0.0,3.0,42,768.0930822590486,54.082798300054264,92.95882236811838,True,1612
1000,0.5,0.0,4.0,42,768.0930822590486,54.082798300054264,92.95882236811838,True,1612
1000,0.5,0.5,0.0,42,3894.0930822590553,1657.259264141954,57.4417141775014,True,1591
1000,0.5,0.5,1.0,42,97004.52988275258,96951.06809437883,0.055112671994153366,True,2881
1000,0.5,0.5,2.0,42,11713404.140899267,5934120.689046869,49.33905961353356,True,6022
1000,0.5,0.5,3.0,42,1904250711.5806723,500316046.922523,73.72635631012983,True,5990
1000,0.5,0.5,4.0,42,364995053456.3718,51436879837.333206,85.90751317031712,True,5962
