n_cities,density,alpha,beta,seed,baseline_cost,my_cost,improvement_pct,wins,path_len
1000,0.5,1.0,0.0,42,3894.0930822590553,1657.259264141954,57.4417141775014,True,1591
1000,0.5,1.0,1.0,42,193240.96668324608,193205.30733648123,0.018453305930362377,True,2966
1000,0.5,1.0,2.0,42,46851312.2843503,23732177.229252033,49.34575773413444,True,6034
1000,0.5,1.0,3.0,42,15234000315.993805,4002518427.803312,73.72641233569382,True,5990
1000,0.5,1.0,4.0,42,5839920843780.547,822990056192.4559,85.90751350561658,True,5962
1000,0.5,2.0,0.0,42,3894.0930822590553,1657.259264141954,57.4417141775014,True,1591
1000,0.5,2.0,1.0,42,385713.8402842329,385690.15329682914,0.006141077900218788,True,3015
1000,0.5,2.0,2.0,42,187402944.8581547,94924400.28080876,49.347434026366535,True,6034
1000,0.5,2.0,3.0,42,121871997151.29893,32020137474.849564,73.72641933889217,True,5990
1000,0.5,2.0,4.0,42,93438733488967.42,13167840877874.406,85.90751352657281,True,5962
1000,0.5,4.0,0.0,42,3894.0930822590553,1657.259264141954,57.4417141775014,True,1591
1000,0.5,4.0,1.0,42,770659.5874862063,770644.2067558448,0.0019957878434668256,True,3054
1000,0.5,4.0,2.0,42,749609475.1533716,379693292.48703444,49.34785310586577,True,6034
1000,0.5,4.0,3.0,42,974975971833.7396,256161089851.21988,73.72642021429196,True,5990
1000,0.5,4.0,4.0,42,1495019735811956.5,210685454024785.56,85.90751352788259,True,5962
1000,0.7,0.0,0.0,42,3382.99002307255,1379.6546709205118,59.21789122902996,True,1334
1000,0.7,0.0,1.0,42,766.9900230725463,40.3421336835788,94.74020098436625,True,1341
1000,0.7,0.0,2.0,42,766.9900230725463,40.3421336835788,94.74020098436625,True,1341
1000,0.7,0.0,3.0,42,766.9900230725463,40.3421336835788,94.74020098436625,True,1341
1000,0.7,0.0,4.0,42,766.9900230725463,40.3421336835788,94.74020098436625,True,1341
1000,0.7,0.5,0.0,42,3382.99002307255,1379.6546709205118,59.21789122902996,True,1334
1000,0.7,0.5,1.0,42,96870.12581574463,96791.72530729376,0.08093362921814784,True,2358
1000,0.7,0.5,2.0,42,12996203.355802253,6628196.50003896,48.99897825098473,True,5054
1000,0.7,0.5,3.0,42,2248027383.2541537,603096507.9722486,73.17219031828562,True,5016
1000,0.7,0.5,4.0,42,447815986511.2339,65343224708.13569,85.4084653794519,True,5010
1000,0.7,1.0,0.0,42,3382.99002307255,1379.6546709205118,59.21789122902996,True,1334
1000,0.7,1.0,1.0,42,192973.2616084166,192917.8576831995,0.028710674606066536,True,2427
1000,0.7,1.0,2.0,42,51982512.453139804,26508417.29969101,49.00512489928741,True,5054
1000,0.7,1.0,3.0,42,17984213697.10306,4824761966.719191,73.17223845323649,True,5016
1000,0.7,1.0,4.0,42,7165055772674.887,1045491573721.378,85.40846565760826,True,5010
1000,0.7,2.0,0.0,42,3382.99002307255,1379.6546709205118,59.21789122902996,True,1334
1000,0.7,2.0,1.0,42,385179.5331937604,385142.3865861947,0.009643972320566513,True,2486
1000,0.7,2.0,2.0,42,207927748.84249017,106029300.49829938,49.006661646388096,True,5054
1000,0.7,2.0,3.0,42,143873704207.89432,38598085636.69468,73.17224447010742,True,5016
1000,0.7,2.0,4.0,42,114640892351293.33,16727865157933.26,85.40846567499301,True,5010
1000,0.7,4.0,0.0,42,3382.99002307255,1379.6546709205118,59.21789122902996,True,1334
1000,0.7,4.0,1.0,42,769592.0763644481,769568.5180301728,0.0030611456379014143,True,2525
1000,0.7,4.0,2.0,42,831708694.3998916,424112833.2927317,49.00704583847777,True,5054
1000,0.7,4.0,3.0,42,1150989628294.225,308784674996.49945,73.17224522221623,True,5016
1000,0.7,4.0,4.0,42,1834254277609188.5,267645842505323.78,85.40846567607956,True,5010
1000,1.0,0.0,0.0,42,2764.826058768177,1028.9217529612358,62.785298926918564,True,1000
1000,1.0,0.0,1.0,42,766.8260587681742,28.921752961236738,96.22838156964872,True,1000
1000,1.0,0.0,2.0,42,766.8260587681742,28.921752961236738,96.22838156964872,True,1000
1000,1.0,0.0,3.0,42,766.8260587681742,28.921752961236738,96.22838156964872,True,1000
1000,1.0,0.0,4.0,42,766.8260587681742,28.921752961236738,96.22838156964872,True,1000
1000,1.0,0.5,0.0,42,2764.826058768177,1028.9217529612358,62.785298926918564,True,1000
1000,1.0,0.5,1.0,42,96851.52991801781,96743.4878721826,0.11155429958274389,True,1788
1000,1.0,0.5,2.0,42,14395579.836725313,7476143.099281362,48.06639826894236,True,3967
1000,1.0,0.5,3.0,42,2617881948.926107,730568783.9915065,72.09313489895156,True,3964
1000,1.0,0.5,4.0,42,535086568474.4283,82581315767.09354,84.56673730336026,True,3964
1000,1.0,1.0,0.0,42,2764.826058768177,1028.9217529612358,62.785298926918564,True,1000
1000,1.0,1.0,1.0,42,192936.23377726728,192859.9856225939,0.03951987305888836,True,1851
1000,1.0,1.0,2.0,42,57580018.86872494,29900014.046552885,48.0722399297557,True,3967
1000,1.0,1.0,3.0,42,20943050223.626434,5844539649.910735,72.09317846491459,True,3964
1000,1.0,1.0,4.0,42,8561385084088.453,1321301029512.0234,84.5667375484874,True,3964
1000,1.0,2.0,0.0,42,2764.826058768177,1028.9217529612358,62.785298926918564,True,1000
1000,1.0,2.0,1.0,42,385105.6414957661,385054.19415042165,0.013359281142868372,True,1895
1000,1.0,2.0,2.0,42,230317774.99672353,119595497.83563928,48.07370041789409,True,3967
1000,1.0,2.0,3.0,42,167544396421.22916,46756306577.26451,72.09318391066158,True,3964
1000,1.0,2.0,4.0,42,136982161333912.92,21140816449430.883,84.56673756380788,True,3964
1000,1.0,4.0,0.0,42,2764.826058768177,1028.9217529612358,62.785298926918564,True,1000
1000,1.0,4.0,1.0,42,769444.4569327645,769408.8443415934,0.004628351124006732,True,1926
1000,1.0,4.0,2.0,42,921268799.508718,478377432.99198353,48.074065544487524,True,3967
1000,1.0,4.0,3.0,42,1340355166002.0518,374050441996.09467,72.09318459138,True,3964
1000,1.0,4.0,4.0,42,2191714581331105.2,338253063168132.7,84.5667375647654,True,3964
